wall_time,event,object_id,class,grid,destination,status,message
2026-09-08 01:15:31,release,object_blue_2,blue,r3c2,blue_sort_bin,passed,"destination=(0.46, -0.16, 0.105)"
2026-09-08 01:15:31,motion_command,object_blue_2,blue,r3c2,blue_sort_bin,,"pose=lift_clear,gripper=0.120"
2026-09-08 01:15:32,object_complete,object_blue_2,blue,r3c2,blue_sort_bin,passed,pick-place sequence complete
2026-09-08 01:15:33,motion_command,object_blue_3,blue,r1c2,blue_sort_bin,,"pose=pick_above,gripper=0.120"
2026-09-08 01:15:34,motion_command,object_blue_3,blue,r1c2,blue_sort_bin,,"pose=pick_down,gripper=0.120"
2026-09-08 01:15:35,motion_command,object_blue_3,blue,r1c2,blue_sort_bin,,"pose=pick_down,gripper=-0.550"
2026-09-08 01:15:36,grasp_attached,object_blue_3,blue,r1c2,blue_sort_bin,passed,selected object attached to gripper pose
2026-09-08 01:15:36,motion_command,object_blue_3,blue,r1c2,blue_sort_bin,,"pose=lift,gripper=-0.550"
2026-09-08 01:15:37,motion_command,object_blue_3,blue,r1c2,blue_sort_bin,,"pose=place_above,gripper=-0.550"
2026-09-08 01:15:39,motion_command,object_blue_3,blue,r1c2,blue_sort_bin,,"pose=place_down,gripper=-0.550"
2026-09-08 01:15:40,release,object_blue_3,blue,r1c2,blue_sort_bin,passed,"destination=(0.46, -0.16, 0.105)"
2026-09-08 01:15:40,motion_command,object_blue_3,blue,r1c2,blue_sort_bin,,"pose=lift_clear,gripper=0.120"
2026-09-08 01:15:41,object_complete,object_blue_3,blue,r1c2,blue_sort_bin,passed,pick-place sequence complete
2026-09-08 01:15:41,motion_command,object_red_1,red,r3c1,red_sort_bin,,"pose=pick_above,gripper=0.120"
2026-09-08 01:15:43,motion_command,object_red_1,red,r3c1,red_sort_bin,,"pose=pick_down,gripper=0.120"
2026-09-08 01:15:44,motion_command,object_red_1,red,r3c1,red_sort_bin,,"pose=pick_down,gripper=-0.550"
2026-09-08 01:15:45,grasp_attached,object_red_1,red,r3c1,red_sort_bin,passed,selected object attached to gripper pose
2026-09-08 01:15:45,motion_command,object_red_1,red,r3c1,red_sort_bin,,"pose=lift,gripper=-0.550"
2026-09-08 01:15:46,motion_command,object_red_1,red,r3c1,red_sort_bin,,"pose=place_above,gripper=-0.550"
2026-09-08 01:15:48,motion_command,object_red_1,red,r3c1,red_sort_bin,,"pose=place_down,gripper=-0.550"
2026-09-08 01:15:49,release,object_red_1,red,r3c1,red_sort_bin,passed,"destination=(0.46, 0.16, 0.105)"
2026-09-08 01:15:49,motion_command,object_red_1,red,r3c1,red_sort_bin,,"pose=lift_clear,gripper=0.120"
2026-09-08 01:15:50,object_complete,object_red_1,red,r3c1,red_sort_bin,passed,pick-place sequence complete
2026-09-08 01:15:50,motion_command,object_red_2,red,r1c1,red_sort_bin,,"pose=pick_above,gripper=0.120"
2026-09-08 01:15:52,motion_command,object_red_2,red,r1c1,red_sort_bin,,"pose=pick_down,gripper=0.120"
2026-09-08 01:15:53,motion_command,object_red_2,red,r1c1,red_sort_bin,,"pose=pick_down,gripper=-0.550"
2026-09-08 01:15:54,grasp_attached,object_red_2,red,r1c1,red_sort_bin,passed,selected object attached to gripper pose
2026-09-08 01:15:54,motion_command,object_red_2,red,r1c1,red_sort_bin,,"pose=lift,gripper=-0.550"
2026-09-08 01:15:55,motion_command,object_red_2,red,r1c1,red_sort_bin,,"pose=place_above,gripper=-0.550"
2026-09-08 01:15:57,motion_command,object_red_2,red,r1c1,red_sort_bin,,"pose=place_down,gripper=-0.550"
2026-09-08 01:15:58,release,object_red_2,red,r1c1,red_sort_bin,passed,"destination=(0.46, 0.16, 0.105)"
2026-09-08 01:15:58,motion_command,object_red_2,red,r1c1,red_sort_bin,,"pose=lift_clear,gripper=0.120"
2026-09-08 01:15:59,object_complete,object_red_2,red,r1c1,red_sort_bin,passed,pick-place sequence complete
2026-09-08 01:15:59,motion_command,object_red_3,red,r2c2,red_sort_bin,,"pose=pick_above,gripper=0.120"
2026-09-08 01:16:00,motion_command,object_red_3,red,r2c2,red_sort_bin,,"pose=pick_down,gripper=0.120"
2026-09-08 01:16:02,motion_command,object_red_3,red,r2c2,red_sort_bin,,"pose=pick_down,gripper=-0.550"
2026-09-08 01:16:03,grasp_attached,object_red_3,red,r2c2,red_sort_bin,passed,selected object attached to gripper pose
2026-09-08 01:16:03,motion_command,object_red_3,red,r2c2,red_sort_bin,,"pose=lift,gripper=-0.550"
2026-09-08 01:16:04,motion_command,object_red_3,red,r2c2,red_sort_bin,,"pose=place_above,gripper=-0.550"
2026-09-08 01:16:06,motion_command,object_red_3,red,r2c2,red_sort_bin,,"pose=place_down,gripper=-0.550"
2026-09-08 01:16:07,release,object_red_3,red,r2c2,red_sort_bin,passed,"destination=(0.46, 0.16, 0.105)"
2026-09-08 01:16:07,motion_command,object_red_3,red,r2c2,red_sort_bin,,"pose=lift_clear,gripper=0.120"
2026-09-08 01:16:08,object_complete,object_red_3,red,r2c2,red_sort_bin,passed,pick-place sequence complete
2026-09-08 01:16:08,task_result,,,,,passed,"{""status"":""passed"",""success_count"":6,""count"":6,""results"":[{""object_id"":""object_blue_1"",""class"":""blue"",""grid"":""r2c1"",""destination"":""blue_sort_bin"",""status"":""passed""},{""object_id"":""object_blue_2"",""class"":""blue"",""grid"":""r3c2"",""destination"":""blue_sort_bin"",""status"":""passed""},{""object_id"":""object_blue_3"",""class"":""blue"",""grid"":""r1c2"",""destination"":""blue_sort_bin"",""status"":""passed""},{""object_id"":""object_red_1"",""class"":""red"",""grid"":""r3c1"",""destination"":""red_sort_bin"",""status"":""passed""},{""object_id"":""object_red_2"",""class"":""red"",""grid"":""r1c1"",""destination"":""red_sort_bin"",""status"":""passed""},{""object_id"":""object_red_3"",""class"":""red"",""grid"":""r2c2"",""destination"":""red_sort_bin"",""status"":""passed""}]}"
2026-09-08 01:26:31,motion_command,object_blue_1,blue,r2c1,blue_sort_bin,,"pose=pick_above,gripper=0.120"
2026-09-08 01:26:32,motion_command,object_blue_1,blue,r2c1,blue_sort_bin,,"pose=pick_down,gripper=0.120"
2026-09-08 01:26:33,motion_command,object_blue_1,blue,r2c1,blue_sort_bin,,"pose=pick_down,gripper=-0.550"
2026-09-08 01:26:34,grasp_attached,object_blue_1,blue,r2c1,blue_sort_bin,passed,selected object attached to gripper pose
2026-09-08 01:26:34,motion_command,object_blue_1,blue,r2c1,blue_sort_bin,,"pose=lift,gripper=-0.550"
2026-09-08 01:26:36,motion_command,object_blue_1,blue,r2c1,blue_sort_bin,,"pose=place_above,gripper=-0.550"
2026-09-08 01:26:37,motion_command,object_blue_1,blue,r2c1,blue_sort_bin,,"pose=place_down,gripper=-0.550"
2026-09-08 01:26:38,release,object_blue_1,blue,r2c1,blue_sort_bin,passed,"destination=(0.46, -0.16, 0.105)"
2026-09-08 01:26:38,motion_command,object_blue_1,blue,r2c1,blue_sort_bin,,"pose=lift_clear,gripper=0.120"
2026-09-08 01:26:39,motion_command,object_blue_1,blue,r2c1,blue_sort_bin,,"pose=lift_clear,gripper=0.120"
2026-09-08 01:26:41,object_complete,object_blue_1,blue,r2c1,blue_sort_bin,passed,pick-place sequence complete
2026-09-08 01:26:41,motion_command,object_blue_2,blue,r3c2,blue_sort_bin,,"pose=pick_above,gripper=0.120"
2026-09-08 01:26:42,motion_command,object_blue_2,blue,r3c2,blue_sort_bin,,"pose=pick_down,gripper=0.120"
2026-09-08 01:26:43,motion_command,object_blue_2,blue,r3c2,blue_sort_bin,,"pose=pick_down,gripper=-0.550"
2026-09-08 01:26:44,grasp_attached,object_blue_2,blue,r3c2,blue_sort_bin,passed,selected object attached to gripper pose
2026-09-08 01:26:44,motion_command,object_blue_2,blue,r3c2,blue_sort_bin,,"pose=lift,gripper=-0.550"
2026-09-08 01:26:46,motion_command,object_blue_2,blue,r3c2,blue_sort_bin,,"pose=place_above,gripper=-0.550"
2026-09-08 01:26:47,motion_command,object_blue_2,blue,r3c2,blue_sort_bin,,"pose=place_down,gripper=-0.550"
2026-09-08 01:26:48,release,object_blue_2,blue,r3c2,blue_sort_bin,passed,"destination=(0.46, -0.16, 0.105)"
2026-09-08 01:26:48,motion_command,object_blue_2,blue,r3c2,blue_sort_bin,,"pose=lift_clear,gripper=0.120"
2026-09-08 01:26:49,motion_command,object_blue_2,blue,r3c2,blue_sort_bin,,"pose=lift_clear,gripper=0.120"
2026-09-08 01:26:51,object_complete,object_blue_2,blue,r3c2,blue_sort_bin,passed,pick-place sequence complete
2026-09-08 01:26:51,motion_command,object_blue_3,blue,r1c2,blue_sort_bin,,"pose=pick_above,gripper=0.120"
2026-09-08 01:26:52,motion_command,object_blue_3,blue,r1c2,blue_sort_bin,,"pose=pick_down,gripper=0.120"
2026-09-08 01:26:53,motion_command,object_blue_3,blue,r1c2,blue_sort_bin,,"pose=pick_down,gripper=-0.550"
2026-09-08 01:26:54,grasp_attached,object_blue_3,blue,r1c2,blue_sort_bin,passed,selected object attached to gripper pose
2026-09-08 01:26:54,motion_command,object_blue_3,blue,r1c2,blue_sort_bin,,"pose=lift,gripper=-0.550"
2026-09-08 01:26:56,motion_command,object_blue_3,blue,r1c2,blue_sort_bin,,"pose=place_above,gripper=-0.550"
2026-09-08 01:26:57,motion_command,object_blue_3,blue,r1c2,blue_sort_bin,,"pose=place_down,gripper=-0.550"
2026-09-08 01:26:58,release,object_blue_3,blue,r1c2,blue_sort_bin,passed,"destination=(0.46, -0.16, 0.105)"
2026-09-08 01:26:58,motion_command,object_blue_3,blue,r1c2,blue_sort_bin,,"pose=lift_clear,gripper=0.120"
2026-09-08 01:27:00,motion_command,object_blue_3,blue,r1c2,blue_sort_bin,,"pose=lift_clear,gripper=0.120"
2026-09-08 01:27:01,object_complete,object_blue_3,blue,r1c2,blue_sort_bin,passed,pick-place sequence complete
2026-09-08 01:27:01,motion_command,object_red_1,red,r3c1,red_sort_bin,,"pose=pick_above,gripper=0.120"
2026-09-08 01:27:02,motion_command,object_red_1,red,r3c1,red_sort_bin,,"pose=pick_down,gripper=0.120"
2026-09-08 01:27:03,motion_command,object_red_1,red,r3c1,red_sort_bin,,"pose=pick_down,gripper=-0.550"
2026-09-08 01:27:05,grasp_attached,object_red_1,red,r3c1,red_sort_bin,passed,selected object attached to gripper pose
2026-09-08 01:27:05,motion_command,object_red_1,red,r3c1,red_sort_bin,,"pose=lift,gripper=-0.550"
2026-09-08 01:27:06,motion_command,object_red_1,red,r3c1,red_sort_bin,,"pose=place_above,gripper=-0.550"
2026-09-08 01:27:07,motion_command,object_red_1,red,r3c1,red_sort_bin,,"pose=place_down,gripper=-0.550"
2026-09-08 01:27:08,release,object_red_1,red,r3c1,red_sort_bin,passed,"destination=(0.46, 0.16, 0.105)"
2026-09-08 01:27:09,motion_command,object_red_1,red,r3c1,red_sort_bin,,"pose=lift_clear,gripper=0.120"
2026-09-08 01:27:10,motion_command,object_red_1,red,r3c1,red_sort_bin,,"pose=lift_clear,gripper=0.120"
2026-09-08 01:27:11,object_complete,object_red_1,red,r3c1,red_sort_bin,passed,pick-place sequence complete
2026-09-08 01:27:11,motion_command,object_red_2,red,r1c1,red_sort_bin,,"pose=pick_above,gripper=0.120"
2026-09-08 01:27:12,motion_command,object_red_2,red,r1c1,red_sort_bin,,"pose=pick_down,gripper=0.120"
2026-09-08 01:27:14,motion_command,object_red_2,red,r1c1,red_sort_bin,,"pose=pick_down,gripper=-0.550"
2026-09-08 01:27:15,grasp_attached,object_red_2,red,r1c1,red_sort_bin,passed,selected object attached to gripper pose
2026-09-08 01:27:15,motion_command,object_red_2,red,r1c1,red_sort_bin,,"pose=lift,gripper=-0.550"
2026-09-08 01:27:16,motion_command,object_red_2,red,r1c1,red_sort_bin,,"pose=place_above,gripper=-0.550"
2026-09-08 01:27:17,motion_command,object_red_2,red,r1c1,red_sort_bin,,"pose=place_down,gripper=-0.550"
2026-09-08 01:27:19,release,object_red_2,red,r1c1,red_sort_bin,passed,"destination=(0.46, 0.16, 0.105)"
2026-09-08 01:27:19,motion_command,object_red_2,red,r1c1,red_sort_bin,,"pose=lift_clear,gripper=0.120"
2026-09-08 01:27:20,motion_command,object_red_2,red,r1c1,red_sort_bin,,"pose=lift_clear,gripper=0.120"
2026-09-08 01:27:21,object_complete,object_red_2,red,r1c1,red_sort_bin,passed,pick-place sequence complete
2026-09-08 01:27:21,motion_command,object_red_3,red,r2c2,red_sort_bin,,"pose=pick_above,gripper=0.120"
2026-09-08 01:27:22,motion_command,object_red_3,red,r2c2,red_sort_bin,,"pose=pick_down,gripper=0.120"
2026-09-08 01:27:24,motion_command,object_red_3,red,r2c2,red_sort_bin,,"pose=pick_down,gripper=-0.550"
2026-09-08 01:27:25,grasp_attached,object_red_3,red,r2c2,red_sort_bin,passed,selected object attached to gripper pose
2026-09-08 01:27:25,motion_command,object_red_3,red,r2c2,red_sort_bin,,"pose=lift,gripper=-0.550"
2026-09-08 01:27:26,motion_command,object_red_3,red,r2c2,red_sort_bin,,"pose=place_above,gripper=-0.550"
2026-09-08 01:27:27,motion_command,object_red_3,red,r2c2,red_sort_bin,,"pose=place_down,gripper=-0.550"
2026-09-08 01:27:29,release,object_red_3,red,r2c2,red_sort_bin,passed,"destination=(0.46, 0.16, 0.105)"
2026-09-08 01:27:29,motion_command,object_red_3,red,r2c2,red_sort_bin,,"pose=lift_clear,gripper=0.120"
2026-09-08 01:27:30,motion_command,object_red_3,red,r2c2,red_sort_bin,,"pose=lift_clear,gripper=0.120"
2026-09-08 01:27:31,object_complete,object_red_3,red,r2c2,red_sort_bin,passed,pick-place sequence complete
2026-09-08 01:27:31,task_result,,,,,passed,"{""status"":""passed"",""success_count"":6,""count"":6,""results"":[{""object_id"":""object_blue_1"",""class"":""blue"",""grid"":""r2c1"",""destination"":""blue_sort_bin"",""status"":""passed""},{""object_id"":""object_blue_2"",""class"":""blue"",""grid"":""r3c2"",""destination"":""blue_sort_bin"",""status"":""passed""},{""object_id"":""object_blue_3"",""class"":""blue"",""grid"":""r1c2"",""destination"":""blue_sort_bin"",""status"":""passed""},{""object_id"":""object_red_1"",""class"":""red"",""grid"":""r3c1"",""destination"":""red_sort_bin"",""status"":""passed""},{""object_id"":""object_red_2"",""class"":""red"",""grid"":""r1c1"",""destination"":""red_sort_bin"",""status"":""passed""},{""object_id"":""object_red_3"",""class"":""red"",""grid"":""r2c2"",""destination"":""red_sort_bin"",""status"":""passed""}]}"
2026-09-08 01:58:00,motion_command,object_blue_1,blue,r2c1,blue_sort_bin,,"pose=pick_above,gripper=0.120"
2026-09-08 01:58:01,motion_command,object_blue_1,blue,r2c1,blue_sort_bin,,"pose=pick_down,gripper=0.120"
2026-09-08 01:58:02,motion_command,object_blue_1,blue,r2c1,blue_sort_bin,,"pose=pick_down,gripper=-0.550"
2026-09-08 01:58:04,grasp_attached,object_blue_1,blue,r2c1,blue_sort_bin,passed,selected object attached to gripper pose
2026-09-08 01:58:04,motion_command,object_blue_1,blue,r2c1,blue_sort_bin,,"pose=lift,gripper=-0.550"
2026-09-08 01:58:05,motion_command,object_blue_1,blue,r2c1,blue_sort_bin,,"pose=place_above,gripper=-0.550"
2026-09-08 01:58:06,motion_command,object_blue_1,blue,r2c1,blue_sort_bin,,"pose=place_down,gripper=-0.550"
2026-09-08 01:58:08,release,object_blue_1,blue,r2c1,blue_sort_bin,passed,"destination=(0.46, -0.16, 0.105)"
2026-09-08 01:58:08,motion_command,object_blue_1,blue,r2c1,blue_sort_bin,,"pose=lift_clear,gripper=0.120"
2026-09-08 01:58:09,motion_command,object_blue_1,blue,r2c1,blue_sort_bin,,"pose=lift_clear,gripper=0.120"
2026-09-08 01:58:10,object_complete,object_blue_1,blue,r2c1,blue_sort_bin,passed,pick-place sequence complete
2026-09-08 01:58:10,motion_command,object_blue_2,blue,r3c2,blue_sort_bin,,"pose=pick_above,gripper=0.120"
2026-09-08 01:58:11,motion_command,object_blue_2,blue,r3c2,blue_sort_bin,,"pose=pick_down,gripper=0.120"
2026-09-08 01:58:13,motion_command,object_blue_2,blue,r3c2,blue_sort_bin,,"pose=pick_down,gripper=-0.550"
2026-09-08 01:58:14,grasp_attached,object_blue_2,blue,r3c2,blue_sort_bin,passed,selected object attached to gripper pose
2026-09-08 01:58:14,motion_command,object_blue_2,blue,r3c2,blue_sort_bin,,"pose=lift,gripper=-0.550"
2026-09-08 01:58:15,motion_command,object_blue_2,blue,r3c2,blue_sort_bin,,"pose=place_above,gripper=-0.550"
2026-09-08 01:58:16,motion_command,object_blue_2,blue,r3c2,blue_sort_bin,,"pose=place_down,gripper=-0.550"
2026-09-08 01:58:18,release,object_blue_2,blue,r3c2,blue_sort_bin,passed,"destination=(0.46, -0.16, 0.105)"
2026-09-08 01:58:18,motion_command,object_blue_2,blue,r3c2,blue_sort_bin,,"pose=lift_clear,gripper=0.120"
2026-09-08 01:58:19,motion_command,object_blue_2,blue,r3c2,blue_sort_bin,,"pose=lift_clear,gripper=0.120"
2026-09-08 01:58:20,object_complete,object_blue_2,blue,r3c2,blue_sort_bin,passed,pick-place sequence complete
2026-09-08 01:58:20,motion_command,object_blue_3,blue,r1c2,blue_sort_bin,,"pose=pick_above,gripper=0.120"
2026-09-08 01:58:22,motion_command,object_blue_3,blue,r1c2,blue_sort_bin,,"pose=pick_down,gripper=0.120"
2026-09-08 01:58:23,motion_command,object_blue_3,blue,r1c2,blue_sort_bin,,"pose=pick_down,gripper=-0.550"
2026-09-08 01:58:24,grasp_attached,object_blue_3,blue,r1c2,blue_sort_bin,passed,selected object attached to gripper pose
2026-09-08 01:58:24,motion_command,object_blue_3,blue,r1c2,blue_sort_bin,,"pose=lift,gripper=-0.550"
2026-09-08 01:58:25,motion_command,object_blue_3,blue,r1c2,blue_sort_bin,,"pose=place_above,gripper=-0.550"
2026-09-08 01:58:27,motion_command,object_blue_3,blue,r1c2,blue_sort_bin,,"pose=place_down,gripper=-0.550"
2026-09-08 01:58:28,release,object_blue_3,blue,r1c2,blue_sort_bin,passed,"destination=(0.46, -0.16, 0.105)"
2026-09-08 01:58:28,motion_command,object_blue_3,blue,r1c2,blue_sort_bin,,"pose=lift_clear,gripper=0.120"
2026-09-08 01:58:29,motion_command,object_blue_3,blue,r1c2,blue_sort_bin,,"pose=lift_clear,gripper=0.120"
2026-09-08 01:58:30,object_complete,object_blue_3,blue,r1c2,blue_sort_bin,passed,pick-place sequence complete
2026-09-08 01:58:30,motion_command,object_red_1,red,r3c1,red_sort_bin,,"pose=pick_above,gripper=0.120"
2026-09-08 01:58:32,motion_command,object_red_1,red,r3c1,red_sort_bin,,"pose=pick_down,gripper=0.120"
2026-09-08 01:58:33,motion_command,object_red_1,red,r3c1,red_sort_bin,,"pose=pick_down,gripper=-0.550"
2026-09-08 01:58:34,grasp_attached,object_red_1,red,r3c1,red_sort_bin,passed,selected object attached to gripper pose
2026-09-08 01:58:34,motion_command,object_red_1,red,r3c1,red_sort_bin,,"pose=lift,gripper=-0.550"
2026-09-08 01:58:35,motion_command,object_red_1,red,r3c1,red_sort_bin,,"pose=place_above,gripper=-0.550"
2026-09-08 01:58:37,motion_command,object_red_1,red,r3c1,red_sort_bin,,"pose=place_down,gripper=-0.550"
2026-09-08 01:58:38,release,object_red_1,red,r3c1,red_sort_bin,passed,"destination=(0.46, 0.16, 0.105)"
2026-09-08 01:58:38,motion_command,object_red_1,red,r3c1,red_sort_bin,,"pose=lift_clear,gripper=0.120"
2026-09-08 01:58:39,motion_command,object_red_1,red,r3c1,red_sort_bin,,"pose=lift_clear,gripper=0.120"
2026-09-08 01:58:41,object_complete,object_red_1,red,r3c1,red_sort_bin,passed,pick-place sequence complete
2026-09-08 01:58:41,motion_command,object_red_2,red,r1c1,red_sort_bin,,"pose=pick_above,gripper=0.120"
2026-09-08 01:58:42,motion_command,object_red_2,red,r1c1,red_sort_bin,,"pose=pick_down,gripper=0.120"
2026-09-08 01:58:43,motion_command,object_red_2,red,r1c1,red_sort_bin,,"pose=pick_down,gripper=-0.550"
2026-09-08 01:58:44,grasp_attached,object_red_2,red,r1c1,red_sort_bin,passed,selected object attached to gripper pose
2026-09-08 01:58:44,motion_command,object_red_2,red,r1c1,red_sort_bin,,"pose=lift,gripper=-0.550"
2026-09-08 01:58:45,motion_command,object_red_2,red,r1c1,red_sort_bin,,"pose=place_above,gripper=-0.550"
2026-09-08 01:58:47,motion_command,object_red_2,red,r1c1,red_sort_bin,,"pose=place_down,gripper=-0.550"
2026-09-08 01:58:48,release,object_red_2,red,r1c1,red_sort_bin,passed,"destination=(0.46, 0.16, 0.105)"
2026-09-08 01:58:48,motion_command,object_red_2,red,r1c1,red_sort_bin,,"pose=lift_clear,gripper=0.120"
2026-09-08 01:58:49,motion_command,object_red_2,red,r1c1,red_sort_bin,,"pose=lift_clear,gripper=0.120"
2026-09-08 01:58:51,object_complete,object_red_2,red,r1c1,red_sort_bin,passed,pick-place sequence complete
2026-09-08 01:58:51,motion_command,object_red_3,red,r2c2,red_sort_bin,,"pose=pick_above,gripper=0.120"
2026-09-08 01:58:52,motion_command,object_red_3,red,r2c2,red_sort_bin,,"pose=pick_down,gripper=0.120"
2026-09-08 01:58:53,motion_command,object_red_3,red,r2c2,red_sort_bin,,"pose=pick_down,gripper=-0.550"
2026-09-08 01:58:54,grasp_attached,object_red_3,red,r2c2,red_sort_bin,passed,selected object attached to gripper pose
2026-09-08 01:58:54,motion_command,object_red_3,red,r2c2,red_sort_bin,,"pose=lift,gripper=-0.550"
2026-09-08 01:58:56,motion_command,object_red_3,red,r2c2,red_sort_bin,,"pose=place_above,gripper=-0.550"
2026-09-08 01:58:57,motion_command,object_red_3,red,r2c2,red_sort_bin,,"pose=place_down,gripper=-0.550"
2026-09-08 01:58:58,release,object_red_3,red,r2c2,red_sort_bin,passed,"destination=(0.46, 0.16, 0.105)"
2026-09-08 01:58:58,motion_command,object_red_3,red,r2c2,red_sort_bin,,"pose=lift_clear,gripper=0.120"
2026-09-08 01:59:00,motion_command,object_red_3,red,r2c2,red_sort_bin,,"pose=lift_clear,gripper=0.120"
2026-09-08 01:59:01,object_complete,object_red_3,red,r2c2,red_sort_bin,passed,pick-place sequence complete
2026-09-08 01:59:01,task_result,,,,,passed,"{""status"":""passed"",""success_count"":6,""count"":6,""results"":[{""object_id"":""object_blue_1"",""class"":""blue"",""grid"":""r2c1"",""destination"":""blue_sort_bin"",""status"":""passed""},{""object_id"":""object_blue_2"",""class"":""blue"",""grid"":""r3c2"",""destination"":""blue_sort_bin"",""status"":""passed""},{""object_id"":""object_blue_3"",""class"":""blue"",""grid"":""r1c2"",""destination"":""blue_sort_bin"",""status"":""passed""},{""object_id"":""object_red_1"",""class"":""red"",""grid"":""r3c1"",""destination"":""red_sort_bin"",""status"":""passed""},{""object_id"":""object_red_2"",""class"":""red"",""grid"":""r1c1"",""destination"":""red_sort_bin"",""status"":""passed""},{""object_id"":""object_red_3"",""class"":""red"",""grid"":""r2c2"",""destination"":""red_sort_bin"",""status"":""passed""}]}"
2026-09-08 02:14:08,motion_command,object_blue_1,blue,r2c1,blue_sort_bin,,"pose=pick_above,gripper=0.120"
2026-09-08 02:14:09,motion_command,object_blue_1,blue,r2c1,blue_sort_bin,,"pose=pick_down,gripper=0.120"
2026-09-08 02:14:10,motion_command,object_blue_1,blue,r2c1,blue_sort_bin,,"pose=pick_down,gripper=-0.550"
2026-09-08 02:14:12,grasp_attached,object_blue_1,blue,r2c1,blue_sort_bin,passed,selected object attached to gripper pose
2026-09-08 02:14:12,motion_command,object_blue_1,blue,r2c1,blue_sort_bin,,"pose=lift,gripper=-0.550"
2026-09-08 02:14:13,motion_command,object_blue_1,blue,r2c1,blue_sort_bin,,"pose=place_above,gripper=-0.550"
2026-09-08 02:14:14,motion_command,object_blue_1,blue,r2c1,blue_sort_bin,,"pose=place_down,gripper=-0.550"
2026-09-08 02:14:16,release,object_blue_1,blue,r2c1,blue_sort_bin,passed,"destination=(0.46, -0.16, 0.105)"
2026-09-08 02:14:16,motion_command,object_blue_1,blue,r2c1,blue_sort_bin,,"pose=lift_clear,gripper=0.120"
2026-09-08 02:14:17,motion_command,object_blue_1,blue,r2c1,blue_sort_bin,,"pose=lift_clear,gripper=0.120"
2026-09-08 02:14:18,object_complete,object_blue_1,blue,r2c1,blue_sort_bin,passed,pick-place sequence complete
2026-09-08 02:14:18,motion_command,object_blue_2,blue,r3c2,blue_sort_bin,,"pose=pick_above,gripper=0.120"
2026-09-08 02:14:19,motion_command,object_blue_2,blue,r3c2,blue_sort_bin,,"pose=pick_down,gripper=0.120"
2026-09-08 02:14:21,motion_command,object_blue_2,blue,r3c2,blue_sort_bin,,"pose=pick_down,gripper=-0.550"
2026-09-08 02:14:22,grasp_attached,object_blue_2,blue,r3c2,blue_sort_bin,passed,selected object attached to gripper pose
2026-09-08 02:14:22,motion_command,object_blue_2,blue,r3c2,blue_sort_bin,,"pose=lift,gripper=-0.550"
2026-09-08 02:14:23,motion_command,object_blue_2,blue,r3c2,blue_sort_bin,,"pose=place_above,gripper=-0.550"
2026-09-08 02:14:24,motion_command,object_blue_2,blue,r3c2,blue_sort_bin,,"pose=place_down,gripper=-0.550"
2026-09-08 02:14:26,release,object_blue_2,blue,r3c2,blue_sort_bin,passed,"destination=(0.46, -0.16, 0.105)"
2026-09-08 02:14:26,motion_command,object_blue_2,blue,r3c2,blue_sort_bin,,"pose=lift_clear,gripper=0.120"
2026-09-08 02:14:27,motion_command,object_blue_2,blue,r3c2,blue_sort_bin,,"pose=lift_clear,gripper=0.120"
2026-09-08 02:14:28,object_complete,object_blue_2,blue,r3c2,blue_sort_bin,passed,pick-place sequence complete
